,URL,Links
0,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=antibiotic%20resistance%20deep%20learning&highlight=true&returnType=SEARCH&matchPubs=true&ranges=2023_2024_Year&returnFacets=ALL&refinements=ContentType:Journals&pageNumber=1,"['https://ieeexplore.ieee.org/document/10164211/', 'https://ieeexplore.ieee.org/document/10164211/citations?tabFilter=papers#citations', 'https://ieeexplore.ieee.org/document/10164211/', 'https://ieeexplore.ieee.org/document/10164211/', 'https://ieeexplore.ieee.org/document/10164211/', 'https://ieeexplore.ieee.org/document/10185002/', 'https://ieeexplore.ieee.org/document/10185002/', 'https://ieeexplore.ieee.org/document/10185002/media#media', 'https://ieeexplore.ieee.org/document/10185002/', 'https://ieeexplore.ieee.org/document/10185002/', 'https://ieeexplore.ieee.org/document/10110982/', 'https://ieeexplore.ieee.org/document/10110982/citations?tabFilter=papers#citations', 'https://ieeexplore.ieee.org/document/10110982/', 'https://ieeexplore.ieee.org/document/10110982/', 'https://ieeexplore.ieee.org/document/10110982/']"
1,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=antibiotic%20resistance%20neural%20network&highlight=true&returnType=SEARCH&matchPubs=true&ranges=2023_2024_Year&returnFacets=ALL&refinements=ContentType:Journals&pageNumber=1,"['https://ieeexplore.ieee.org/document/10081356/', 'https://ieeexplore.ieee.org/document/10081356/citations?tabFilter=papers#citations', 'https://ieeexplore.ieee.org/document/10081356/', 'https://ieeexplore.ieee.org/document/10081356/', 'https://ieeexplore.ieee.org/document/10081356/', 'https://ieeexplore.ieee.org/document/10110982/', 'https://ieeexplore.ieee.org/document/10110982/citations?tabFilter=papers#citations', 'https://ieeexplore.ieee.org/document/10110982/', 'https://ieeexplore.ieee.org/document/10110982/', 'https://ieeexplore.ieee.org/document/10110982/', 'https://ieeexplore.ieee.org/document/10380530/', 'https://ieeexplore.ieee.org/document/10380530/', 'https://ieeexplore.ieee.org/document/10380530/', 'https://ieeexplore.ieee.org/document/10380530/', 'https://ieeexplore.ieee.org/document/10164211/', 'https://ieeexplore.ieee.org/document/10164211/citations?tabFilter=papers#citations', 'https://ieeexplore.ieee.org/document/10164211/', 'https://ieeexplore.ieee.org/document/10164211/', 'https://ieeexplore.ieee.org/document/10164211/']"
2,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=antibiotic%20resistance%20embedding&highlight=true&returnType=SEARCH&matchPubs=true&ranges=2023_2024_Year&returnFacets=ALL&refinements=ContentType:Journals&pageNumber=1,"['https://ieeexplore.ieee.org/document/10081356/', 'https://ieeexplore.ieee.org/document/10081356/citations?tabFilter=papers#citations', 'https://ieeexplore.ieee.org/document/10081356/', 'https://ieeexplore.ieee.org/document/10081356/', 'https://ieeexplore.ieee.org/document/10081356/', 'https://ieeexplore.ieee.org/document/10164211/', 'https://ieeexplore.ieee.org/document/10164211/citations?tabFilter=papers#citations', 'https://ieeexplore.ieee.org/document/10164211/', 'https://ieeexplore.ieee.org/document/10164211/', 'https://ieeexplore.ieee.org/document/10164211/']"
3,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=antibiotic%20resistance%20interpretable&highlight=true&returnType=SEARCH&matchPubs=true&ranges=2023_2024_Year&returnFacets=ALL&refinements=ContentType:Journals&pageNumber=1,"['https://ieeexplore.ieee.org/document/10185002/', 'https://ieeexplore.ieee.org/document/10185002/', 'https://ieeexplore.ieee.org/document/10185002/media#media', 'https://ieeexplore.ieee.org/document/10185002/', 'https://ieeexplore.ieee.org/document/10185002/']"
4,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=antibiotic%20resistance%20autoencoders&highlight=true&returnType=SEARCH&matchPubs=true&ranges=2023_2024_Year&returnFacets=ALL&refinements=ContentType:Journals&pageNumber=1,[]
5,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=antibiotic%20resistance%20CNN&highlight=true&returnType=SEARCH&matchPubs=true&ranges=2023_2024_Year&returnFacets=ALL&refinements=ContentType:Journals&pageNumber=1,[]
6,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=antibiotic%20resistance%20convolutional&highlight=true&returnType=SEARCH&matchPubs=true&ranges=2023_2024_Year&returnFacets=ALL&refinements=ContentType:Journals&pageNumber=1,"['https://ieeexplore.ieee.org/document/10110982/', 'https://ieeexplore.ieee.org/document/10110982/citations?tabFilter=papers#citations', 'https://ieeexplore.ieee.org/document/10110982/', 'https://ieeexplore.ieee.org/document/10110982/', 'https://ieeexplore.ieee.org/document/10110982/', 'https://ieeexplore.ieee.org/document/10164211/', 'https://ieeexplore.ieee.org/document/10164211/citations?tabFilter=papers#citations', 'https://ieeexplore.ieee.org/document/10164211/', 'https://ieeexplore.ieee.org/document/10164211/', 'https://ieeexplore.ieee.org/document/10164211/']"
7,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=antibiotic%20resistance%20LSTM&highlight=true&returnType=SEARCH&matchPubs=true&ranges=2023_2024_Year&returnFacets=ALL&refinements=ContentType:Journals&pageNumber=1,"['https://ieeexplore.ieee.org/document/10110982/', 'https://ieeexplore.ieee.org/document/10110982/citations?tabFilter=papers#citations', 'https://ieeexplore.ieee.org/document/10110982/', 'https://ieeexplore.ieee.org/document/10110982/', 'https://ieeexplore.ieee.org/document/10110982/', 'https://ieeexplore.ieee.org/document/10164211/', 'https://ieeexplore.ieee.org/document/10164211/citations?tabFilter=papers#citations', 'https://ieeexplore.ieee.org/document/10164211/', 'https://ieeexplore.ieee.org/document/10164211/', 'https://ieeexplore.ieee.org/document/10164211/']"
8,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=antibiotic%20resistance%20long%20short-term%20memory&highlight=true&returnType=SEARCH&matchPubs=true&ranges=2023_2024_Year&returnFacets=ALL&refinements=ContentType:Journals&pageNumber=1,"['https://ieeexplore.ieee.org/document/10110982/', 'https://ieeexplore.ieee.org/document/10110982/citations?tabFilter=papers#citations', 'https://ieeexplore.ieee.org/document/10110982/', 'https://ieeexplore.ieee.org/document/10110982/', 'https://ieeexplore.ieee.org/document/10110982/', 'https://ieeexplore.ieee.org/document/10164211/', 'https://ieeexplore.ieee.org/document/10164211/citations?tabFilter=papers#citations', 'https://ieeexplore.ieee.org/document/10164211/', 'https://ieeexplore.ieee.org/document/10164211/', 'https://ieeexplore.ieee.org/document/10164211/']"
9,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=antibiotic%20resistance%20NLP&highlight=true&returnType=SEARCH&matchPubs=true&ranges=2023_2024_Year&returnFacets=ALL&refinements=ContentType:Journals&pageNumber=1,[]
10,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=antibiotic%20resistance%20Natural%20Language%20Processing&highlight=true&returnType=SEARCH&matchPubs=true&ranges=2023_2024_Year&returnFacets=ALL&refinements=ContentType:Journals&pageNumber=1,[]
11,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=antibiotic%20resistance%20transformer&highlight=true&returnType=SEARCH&matchPubs=true&ranges=2023_2024_Year&returnFacets=ALL&refinements=ContentType:Journals&pageNumber=1,"['https://ieeexplore.ieee.org/document/10185002/', 'https://ieeexplore.ieee.org/document/10185002/', 'https://ieeexplore.ieee.org/document/10185002/media#media', 'https://ieeexplore.ieee.org/document/10185002/', 'https://ieeexplore.ieee.org/document/10185002/']"
12,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=antibiotic%20resistance%20BERT&highlight=true&returnType=SEARCH&matchPubs=true&ranges=2023_2024_Year&returnFacets=ALL&refinements=ContentType:Journals&pageNumber=1,[]
13,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=antimicrobial%20resistance%20deep%20learning&highlight=true&returnType=SEARCH&matchPubs=true&ranges=2023_2024_Year&returnFacets=ALL&refinements=ContentType:Journals&pageNumber=1,"['https://ieeexplore.ieee.org/document/10164211/', 'https://ieeexplore.ieee.org/document/10164211/citations?tabFilter=papers#citations', 'https://ieeexplore.ieee.org/document/10164211/', 'https://ieeexplore.ieee.org/document/10164211/', 'https://ieeexplore.ieee.org/document/10164211/', 'https://ieeexplore.ieee.org/document/10185002/', 'https://ieeexplore.ieee.org/document/10185002/', 'https://ieeexplore.ieee.org/document/10185002/media#media', 'https://ieeexplore.ieee.org/document/10185002/', 'https://ieeexplore.ieee.org/document/10185002/', 'https://ieeexplore.ieee.org/document/10110982/', 'https://ieeexplore.ieee.org/document/10110982/citations?tabFilter=papers#citations', 'https://ieeexplore.ieee.org/document/10110982/', 'https://ieeexplore.ieee.org/document/10110982/', 'https://ieeexplore.ieee.org/document/10110982/', 'https://ieeexplore.ieee.org/document/10070782/', 'https://ieeexplore.ieee.org/document/10070782/citations?tabFilter=papers#citations', 'https://ieeexplore.ieee.org/document/10070782/', 'https://ieeexplore.ieee.org/document/10070782/', 'https://ieeexplore.ieee.org/document/10070782/']"
14,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=antimicrobial%20resistance%20neural%20network&highlight=true&returnType=SEARCH&matchPubs=true&ranges=2023_2024_Year&returnFacets=ALL&refinements=ContentType:Journals&pageNumber=1,"['https://ieeexplore.ieee.org/document/10110982/', 'https://ieeexplore.ieee.org/document/10110982/citations?tabFilter=papers#citations', 'https://ieeexplore.ieee.org/document/10110982/', 'https://ieeexplore.ieee.org/document/10110982/', 'https://ieeexplore.ieee.org/document/10110982/', 'https://ieeexplore.ieee.org/document/10164211/', 'https://ieeexplore.ieee.org/document/10164211/citations?tabFilter=papers#citations', 'https://ieeexplore.ieee.org/document/10164211/', 'https://ieeexplore.ieee.org/document/10164211/', 'https://ieeexplore.ieee.org/document/10164211/']"
15,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=antimicrobial%20resistance%20embedding&highlight=true&returnType=SEARCH&matchPubs=true&ranges=2023_2024_Year&returnFacets=ALL&refinements=ContentType:Journals&pageNumber=1,"['https://ieeexplore.ieee.org/document/10164211/', 'https://ieeexplore.ieee.org/document/10164211/citations?tabFilter=papers#citations', 'https://ieeexplore.ieee.org/document/10164211/', 'https://ieeexplore.ieee.org/document/10164211/', 'https://ieeexplore.ieee.org/document/10164211/']"
16,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=antimicrobial%20resistance%20interpretable&highlight=true&returnType=SEARCH&matchPubs=true&ranges=2023_2024_Year&returnFacets=ALL&refinements=ContentType:Journals&pageNumber=1,"['https://ieeexplore.ieee.org/document/10185002/', 'https://ieeexplore.ieee.org/document/10185002/', 'https://ieeexplore.ieee.org/document/10185002/media#media', 'https://ieeexplore.ieee.org/document/10185002/', 'https://ieeexplore.ieee.org/document/10185002/']"
17,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=antimicrobial%20resistance%20autoencoders&highlight=true&returnType=SEARCH&matchPubs=true&ranges=2023_2024_Year&returnFacets=ALL&refinements=ContentType:Journals&pageNumber=1,[]
18,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=antimicrobial%20resistance%20CNN&highlight=true&returnType=SEARCH&matchPubs=true&ranges=2023_2024_Year&returnFacets=ALL&refinements=ContentType:Journals&pageNumber=1,[]
19,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=antimicrobial%20resistance%20convolutional&highlight=true&returnType=SEARCH&matchPubs=true&ranges=2023_2024_Year&returnFacets=ALL&refinements=ContentType:Journals&pageNumber=1,"['https://ieeexplore.ieee.org/document/10110982/', 'https://ieeexplore.ieee.org/document/10110982/citations?tabFilter=papers#citations', 'https://ieeexplore.ieee.org/document/10110982/', 'https://ieeexplore.ieee.org/document/10110982/', 'https://ieeexplore.ieee.org/document/10110982/', 'https://ieeexplore.ieee.org/document/10164211/', 'https://ieeexplore.ieee.org/document/10164211/citations?tabFilter=papers#citations', 'https://ieeexplore.ieee.org/document/10164211/', 'https://ieeexplore.ieee.org/document/10164211/', 'https://ieeexplore.ieee.org/document/10164211/']"
20,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=antimicrobial%20resistance%20LSTM&highlight=true&returnType=SEARCH&matchPubs=true&ranges=2023_2024_Year&returnFacets=ALL&refinements=ContentType:Journals&pageNumber=1,"['https://ieeexplore.ieee.org/document/10110982/', 'https://ieeexplore.ieee.org/document/10110982/citations?tabFilter=papers#citations', 'https://ieeexplore.ieee.org/document/10110982/', 'https://ieeexplore.ieee.org/document/10110982/', 'https://ieeexplore.ieee.org/document/10110982/', 'https://ieeexplore.ieee.org/document/10164211/', 'https://ieeexplore.ieee.org/document/10164211/citations?tabFilter=papers#citations', 'https://ieeexplore.ieee.org/document/10164211/', 'https://ieeexplore.ieee.org/document/10164211/', 'https://ieeexplore.ieee.org/document/10164211/']"
21,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=antimicrobial%20resistance%20long%20short-term%20memory&highlight=true&returnType=SEARCH&matchPubs=true&ranges=2023_2024_Year&returnFacets=ALL&refinements=ContentType:Journals&pageNumber=1,"['https://ieeexplore.ieee.org/document/10110982/', 'https://ieeexplore.ieee.org/document/10110982/citations?tabFilter=papers#citations', 'https://ieeexplore.ieee.org/document/10110982/', 'https://ieeexplore.ieee.org/document/10110982/', 'https://ieeexplore.ieee.org/document/10110982/', 'https://ieeexplore.ieee.org/document/10164211/', 'https://ieeexplore.ieee.org/document/10164211/citations?tabFilter=papers#citations', 'https://ieeexplore.ieee.org/document/10164211/', 'https://ieeexplore.ieee.org/document/10164211/', 'https://ieeexplore.ieee.org/document/10164211/']"
22,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=antimicrobial%20resistance%20NLP&highlight=true&returnType=SEARCH&matchPubs=true&ranges=2023_2024_Year&returnFacets=ALL&refinements=ContentType:Journals&pageNumber=1,[]
23,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=antimicrobial%20resistance%20Natural%20Language%20Processing&highlight=true&returnType=SEARCH&matchPubs=true&ranges=2023_2024_Year&returnFacets=ALL&refinements=ContentType:Journals&pageNumber=1,[]
24,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=antimicrobial%20resistance%20transformer&highlight=true&returnType=SEARCH&matchPubs=true&ranges=2023_2024_Year&returnFacets=ALL&refinements=ContentType:Journals&pageNumber=1,"['https://ieeexplore.ieee.org/document/10185002/', 'https://ieeexplore.ieee.org/document/10185002/', 'https://ieeexplore.ieee.org/document/10185002/media#media', 'https://ieeexplore.ieee.org/document/10185002/', 'https://ieeexplore.ieee.org/document/10185002/', 'https://ieeexplore.ieee.org/document/10070782/', 'https://ieeexplore.ieee.org/document/10070782/citations?tabFilter=papers#citations', 'https://ieeexplore.ieee.org/document/10070782/', 'https://ieeexplore.ieee.org/document/10070782/', 'https://ieeexplore.ieee.org/document/10070782/']"
25,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=antimicrobial%20resistance%20BERT&highlight=true&returnType=SEARCH&matchPubs=true&ranges=2023_2024_Year&returnFacets=ALL&refinements=ContentType:Journals&pageNumber=1,[]
26,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=AMR%20deep%20learning&highlight=true&returnType=SEARCH&matchPubs=true&ranges=2023_2024_Year&returnFacets=ALL&refinements=ContentType:Journals&pageNumber=1,[]
27,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=AMR%20neural%20network&highlight=true&returnType=SEARCH&matchPubs=true&ranges=2023_2024_Year&returnFacets=ALL&refinements=ContentType:Journals&pageNumber=1,[]
28,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=AMR%20embedding&highlight=true&returnType=SEARCH&matchPubs=true&ranges=2023_2024_Year&returnFacets=ALL&refinements=ContentType:Journals&pageNumber=1,"['https://ieeexplore.ieee.org/document/10265055/', 'https://ieeexplore.ieee.org/document/10265055/', 'https://ieeexplore.ieee.org/document/10265055/', 'https://ieeexplore.ieee.org/document/10265055/', 'https://ieeexplore.ieee.org/document/9915584/', 'https://ieeexplore.ieee.org/document/9915584/citations?tabFilter=papers#citations', 'https://ieeexplore.ieee.org/document/9915584/', 'https://ieeexplore.ieee.org/document/9915584/', 'https://ieeexplore.ieee.org/document/9915584/', 'https://ieeexplore.ieee.org/document/10475669/', 'https://ieeexplore.ieee.org/document/10475669/', 'https://ieeexplore.ieee.org/document/10475669/', 'https://ieeexplore.ieee.org/document/10475669/', 'https://ieeexplore.ieee.org/document/10517582/', 'https://ieeexplore.ieee.org/document/10517582/', 'https://ieeexplore.ieee.org/document/10517582/', 'https://ieeexplore.ieee.org/document/10517582/', 'https://ieeexplore.ieee.org/document/10097736/', 'https://ieeexplore.ieee.org/document/10097736/', 'https://ieeexplore.ieee.org/document/10097736/', 'https://ieeexplore.ieee.org/document/10097736/', 'https://ieeexplore.ieee.org/document/9869686/', 'https://ieeexplore.ieee.org/document/9869686/citations?tabFilter=papers#citations', 'https://ieeexplore.ieee.org/document/9869686/', 'https://ieeexplore.ieee.org/document/9869686/media#media', 'https://ieeexplore.ieee.org/document/9869686/', 'https://ieeexplore.ieee.org/document/9869686/', 'https://ieeexplore.ieee.org/document/10186003/', 'https://ieeexplore.ieee.org/document/10186003/', 'https://ieeexplore.ieee.org/document/10186003/', 'https://ieeexplore.ieee.org/document/10186003/', 'https://ieeexplore.ieee.org/document/10156853/', 'https://ieeexplore.ieee.org/document/10156853/citations?tabFilter=papers#citations', 'https://ieeexplore.ieee.org/document/10156853/', 'https://ieeexplore.ieee.org/document/10156853/media#media', 'https://ieeexplore.ieee.org/document/10156853/', 'https://ieeexplore.ieee.org/document/10156853/', 'https://ieeexplore.ieee.org/document/10349951/', 'https://ieeexplore.ieee.org/document/10349951/', 'https://ieeexplore.ieee.org/document/10349951/', 'https://ieeexplore.ieee.org/document/10349951/', 'https://ieeexplore.ieee.org/document/10497586/', 'https://ieeexplore.ieee.org/document/10497586/', 'https://ieeexplore.ieee.org/document/10497586/', 'https://ieeexplore.ieee.org/document/10497586/', 'https://ieeexplore.ieee.org/document/10332230/', 'https://ieeexplore.ieee.org/document/10332230/', 'https://ieeexplore.ieee.org/document/10332230/', 'https://ieeexplore.ieee.org/document/10332230/', 'https://ieeexplore.ieee.org/document/10188686/', 'https://ieeexplore.ieee.org/document/10188686/citations?tabFilter=papers#citations', 'https://ieeexplore.ieee.org/document/10188686/', 'https://ieeexplore.ieee.org/document/10188686/', 'https://ieeexplore.ieee.org/document/10188686/', 'https://ieeexplore.ieee.org/document/10283821/', 'https://ieeexplore.ieee.org/document/10283821/citations?tabFilter=papers#citations', 'https://ieeexplore.ieee.org/document/10283821/', 'https://ieeexplore.ieee.org/document/10283821/', 'https://ieeexplore.ieee.org/document/10283821/', 'https://ieeexplore.ieee.org/document/10460319/', 'https://ieeexplore.ieee.org/document/10460319/', 'https://ieeexplore.ieee.org/document/10460319/', 'https://ieeexplore.ieee.org/document/10460319/', 'https://ieeexplore.ieee.org/document/10093837/', 'https://ieeexplore.ieee.org/document/10093837/citations?tabFilter=papers#citations', 'https://ieeexplore.ieee.org/document/10093837/', 'https://ieeexplore.ieee.org/document/10093837/', 'https://ieeexplore.ieee.org/document/10093837/']"
29,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=AMR%20interpretable&highlight=true&returnType=SEARCH&matchPubs=true&ranges=2023_2024_Year&returnFacets=ALL&refinements=ContentType:Journals&pageNumber=1,"['https://ieeexplore.ieee.org/document/10185002/', 'https://ieeexplore.ieee.org/document/10185002/', 'https://ieeexplore.ieee.org/document/10185002/media#media', 'https://ieeexplore.ieee.org/document/10185002/', 'https://ieeexplore.ieee.org/document/10185002/']"
30,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=AMR%20autoencoders&highlight=true&returnType=SEARCH&matchPubs=true&ranges=2023_2024_Year&returnFacets=ALL&refinements=ContentType:Journals&pageNumber=1,"['https://ieeexplore.ieee.org/document/10265055/', 'https://ieeexplore.ieee.org/document/10265055/', 'https://ieeexplore.ieee.org/document/10265055/', 'https://ieeexplore.ieee.org/document/10265055/', 'https://ieeexplore.ieee.org/document/10052744/', 'https://ieeexplore.ieee.org/document/10052744/citations?tabFilter=papers#citations', 'https://ieeexplore.ieee.org/document/10052744/', 'https://ieeexplore.ieee.org/document/10052744/', 'https://ieeexplore.ieee.org/document/10052744/', 'https://ieeexplore.ieee.org/document/10360456/', 'https://ieeexplore.ieee.org/document/10360456/citations?tabFilter=papers#citations', 'https://ieeexplore.ieee.org/document/10360456/', 'https://ieeexplore.ieee.org/document/10360456/', 'https://ieeexplore.ieee.org/document/10360456/', 'https://ieeexplore.ieee.org/document/10223284/', 'https://ieeexplore.ieee.org/document/10223284/citations?tabFilter=papers#citations', 'https://ieeexplore.ieee.org/document/10223284/', 'https://ieeexplore.ieee.org/document/10223284/', 'https://ieeexplore.ieee.org/document/10223284/', 'https://ieeexplore.ieee.org/document/10305209/', 'https://ieeexplore.ieee.org/document/10305209/', 'https://ieeexplore.ieee.org/document/10305209/', 'https://ieeexplore.ieee.org/document/10305209/']"
31,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=AMR%20CNN&highlight=true&returnType=SEARCH&matchPubs=true&ranges=2023_2024_Year&returnFacets=ALL&refinements=ContentType:Journals&pageNumber=1,"['https://ieeexplore.ieee.org/document/10475669/', 'https://ieeexplore.ieee.org/document/10475669/', 'https://ieeexplore.ieee.org/document/10475669/', 'https://ieeexplore.ieee.org/document/10475669/', 'https://ieeexplore.ieee.org/document/10517582/', 'https://ieeexplore.ieee.org/document/10517582/', 'https://ieeexplore.ieee.org/document/10517582/', 'https://ieeexplore.ieee.org/document/10517582/', 'https://ieeexplore.ieee.org/document/10005165/', 'https://ieeexplore.ieee.org/document/10005165/citations?tabFilter=papers#citations', 'https://ieeexplore.ieee.org/document/10005165/', 'https://ieeexplore.ieee.org/document/10005165/', 'https://ieeexplore.ieee.org/document/10005165/', 'https://ieeexplore.ieee.org/document/10272355/', 'https://ieeexplore.ieee.org/document/10272355/citations?tabFilter=papers#citations', 'https://ieeexplore.ieee.org/document/10272355/', 'https://ieeexplore.ieee.org/document/10272355/', 'https://ieeexplore.ieee.org/document/10497586/', 'https://ieeexplore.ieee.org/document/10497586/', 'https://ieeexplore.ieee.org/document/10497586/', 'https://ieeexplore.ieee.org/document/10497586/', 'https://ieeexplore.ieee.org/document/10247564/', 'https://ieeexplore.ieee.org/document/10247564/', 'https://ieeexplore.ieee.org/document/10247564/', 'https://ieeexplore.ieee.org/document/10247564/', 'https://ieeexplore.ieee.org/document/10382156/', 'https://ieeexplore.ieee.org/document/10382156/', 'https://ieeexplore.ieee.org/document/10382156/', 'https://ieeexplore.ieee.org/document/10382156/']"
32,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=AMR%20convolutional&highlight=true&returnType=SEARCH&matchPubs=true&ranges=2023_2024_Year&returnFacets=ALL&refinements=ContentType:Journals&pageNumber=1,[]
33,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=AMR%20LSTM&highlight=true&returnType=SEARCH&matchPubs=true&ranges=2023_2024_Year&returnFacets=ALL&refinements=ContentType:Journals&pageNumber=1,[]
34,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=AMR%20long%20short-term%20memory&highlight=true&returnType=SEARCH&matchPubs=true&ranges=2023_2024_Year&returnFacets=ALL&refinements=ContentType:Journals&pageNumber=1,[]
35,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=AMR%20NLP&highlight=true&returnType=SEARCH&matchPubs=true&ranges=2023_2024_Year&returnFacets=ALL&refinements=ContentType:Journals&pageNumber=1,[]
36,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=AMR%20Natural%20Language%20Processing&highlight=true&returnType=SEARCH&matchPubs=true&ranges=2023_2024_Year&returnFacets=ALL&refinements=ContentType:Journals&pageNumber=1,"['https://ieeexplore.ieee.org/document/10497586/', 'https://ieeexplore.ieee.org/document/10497586/', 'https://ieeexplore.ieee.org/document/10497586/', 'https://ieeexplore.ieee.org/document/10497586/', 'https://ieeexplore.ieee.org/document/10475669/', 'https://ieeexplore.ieee.org/document/10475669/', 'https://ieeexplore.ieee.org/document/10475669/', 'https://ieeexplore.ieee.org/document/10475669/', 'https://ieeexplore.ieee.org/document/9869686/', 'https://ieeexplore.ieee.org/document/9869686/citations?tabFilter=papers#citations', 'https://ieeexplore.ieee.org/document/9869686/', 'https://ieeexplore.ieee.org/document/9869686/media#media', 'https://ieeexplore.ieee.org/document/9869686/', 'https://ieeexplore.ieee.org/document/9869686/']"
37,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=AMR%20transformer&highlight=true&returnType=SEARCH&matchPubs=true&ranges=2023_2024_Year&returnFacets=ALL&refinements=ContentType:Journals&pageNumber=1,[]
38,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=AMR%20BERT&highlight=true&returnType=SEARCH&matchPubs=true&ranges=2023_2024_Year&returnFacets=ALL&refinements=ContentType:Journals&pageNumber=1,"['https://ieeexplore.ieee.org/document/10497586/', 'https://ieeexplore.ieee.org/document/10497586/', 'https://ieeexplore.ieee.org/document/10497586/', 'https://ieeexplore.ieee.org/document/10497586/', 'https://ieeexplore.ieee.org/document/10097736/', 'https://ieeexplore.ieee.org/document/10097736/', 'https://ieeexplore.ieee.org/document/10097736/', 'https://ieeexplore.ieee.org/document/10097736/', 'https://ieeexplore.ieee.org/document/10517582/', 'https://ieeexplore.ieee.org/document/10517582/', 'https://ieeexplore.ieee.org/document/10517582/', 'https://ieeexplore.ieee.org/document/10517582/']"
